,farthest_neighbour_mean,farthest_neighbour_sd,group_size,max_interbat_distance_mean,max_interbat_distance_sd
0,0.7482658903260014,0.07826937712483903,5,1.3271303865170383,0.13635448536123881
1,1.1243097109767264,0.07443111147106193,10,2.041979965954582,0.13725869797292642
2,1.969058625042388,0.06038878826942381,30,3.7950232750300414,0.12369593356121017
3,2.5479330248060212,0.05796980701923724,50,4.969768976363012,0.11913396218788115
4,3.1282232634981573,0.05868775984712148,75,6.142056862214633,0.12273650223749176
5,3.6107964040524654,0.056455919428991266,100,7.116588791294653,0.11800686839004952
6,5.114088323562571,0.05396274630380114,200,10.140206888029468,0.11125846547039969
7,7.2305882359312745,0.04942579994626782,400,14.39054022770976,0.10161404443295748
