,Unnamed: 0,ifm_start,ifm_peak_freq_resolution,ifm_terminal_frequency,ifm_duration,ifm_peak_frequency,ifm_rms,ifm_stop,ifm_peak_amplitude,ifm_region_id,cf_start,cf_peak_freq_resolution,cf_terminal_frequency,cf_duration,cf_peak_frequency,cf_rms,cf_stop,cf_peak_amplitude,cf_region_id,tfm_start,tfm_peak_freq_resolution,tfm_terminal_frequency,tfm_duration,tfm_peak_frequency,tfm_rms,tfm_stop,tfm_peak_amplitude,tfm_region_id,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution,ifm-cf_dbratio,tfm-cf_dbratio,ifm-peak_db,tfm-peak_db,tfm_dbrms,ifm_dbrms,cf_dbrms,cf-peak_db,ifm_rmsdb,tfm_rmsdb,cf_rmsdb,ifm_bw,tfm_bw,annot_end_time,annot_start_time,posix_end_time,posix_start_time,groupsize
30,49,0.000588,1785.7142857142858,98.5663082437276,1.116,103046.59498207882,0.051098316651551054,0.001704,0.102264404296875,fm1,0.001704,99.88014382740712,105044.95504495504,20.02,105.04495504495505,0.12062337513606858,0.021724,0.218414306640625,cf1,0.021724,1644.7368421052633,96.53465346534657,1.212,103960.39603960396,0.05512103735219512,0.022936,0.099822998046875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_22_hp,-10,Aditya_2018-08-16_2324_22,2,,,,-8.83648804332211,1.99307025359199,-18.82374210505382,-7.419382681139367,-12.404561235337699,-23.234119532251807,-14.397631488929688,-6.716814024670351,-25.831868134677286,-25.1736523560816,-18.37137047593788,6.478646801227442,8.51030157960848,2018-08-16 23:04:47,2018-08-16 23:04:41,1534453487.0,1534453481.0,multiple
31,51,0.000136,2314.8148148148152,102.80373831775704,0.8560000000000001,106308.41121495329,0.012751232107967128,0.000992,0.025848388671875,fm1,0.000992,138.42746400885937,106410.96649127667,14.444,106.54943229022432,0.026127307227427853,0.015436000000000004,0.04608154296875,cf1,0.015436000000000004,1322.7513227513227,96.40957446808513,1.504,106382.97872340426,0.011503071194683495,0.01694,0.026885986328125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_23_hp,-10,Aditya_2018-08-16_2324_23,2,,,,,-2.8148292511842072,,-34.36364788258003,-40.29324444794875,,-37.478415196764544,-31.39962699655797,-37.88895697622708,-38.78372384539277,-31.658106957792697,3.7456939724672846,10.139857822139195,2018-08-16 23:04:50,2018-08-16 23:04:47,1534453490.0,1534453487.0,multiple
32,56,0.0006360000000000001,6410.25641025641,98.68421052631581,0.304,105263.15789473684,0.009528390539397405,0.00094,0.018218994140625,fm1,0.00094,152.5320317266626,105387.66788766788,13.104,105.61660561660561,0.0565402767491481,0.014044,0.106109619140625,cf1,0.014044,1712.3287671232874,99.65635738831618,1.1640000000000001,104810.99656357386,0.023712670204888646,0.015208,0.047119140625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_26_hp,-10,Aditya_2018-08-16_2324_26,2,,,,-7.600951859632683,-9.180415456796943,-22.01287310917411,-22.571888115499874,-31.711832314784427,-30.132368717620164,-22.531416857987484,-16.388864394823447,-40.41960901533066,-32.50039077623229,-24.95284140177833,6.932395090289807,5.9602482282894345,2018-08-16 23:04:55,2018-08-16 23:04:54,1534453495.0,1534453494.0,multiple
33,58,,,,,,,,,,0.000196,164.14970453053184,106239.73727422002,12.18,106.65024630541873,0.03756218550531112,0.012376,0.077880859375,cf1,0.012376,559.2841163310962,90.5269058295964,3.568,93890.13452914797,0.06080837391974552,0.015944,0.14471435546875,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_28_hp,-10,Aditya_2018-08-16_2324_28,2,,,,-7.480314085226332,-14.906818425377393,-24.8166063173696,-33.48180929009726,-40.69755811708813,-33.271053776937066,-25.790739691710733,-18.162043163826088,,-24.32073219851974,-28.504982936593688,,16.123340475822317,2018-08-16 23:05:02,2018-08-16 23:05:01,1534453502.0,1534453501.0,multiple
34,62,0.0004280000000000001,1562.5,97.17868338557992,1.276,104231.97492163008,0.02022880851271157,0.001704,0.038818359375,fm1,0.001704,49.6031746031746,104846.71098323246,40.316,104.89631907927374,0.03638625348459525,0.04202,0.097686767578125,cf1,0.04202,2688.1720430107525,99.18478260869566,0.736,103260.8695652174,0.009700250268186328,0.042756,0.020416259765625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_30_hp,-10,Aditya_2018-08-16_2324_30,1,,,,-7.519578558857537,-7.157642058571348,-13.498094946457586,-13.976219801225131,-21.203007855018747,-21.56494435530493,-14.045365796447394,-8.822179851892814,-33.88059393291169,-40.26434121428295,-28.781253186011256,7.71763569369381,5.711536470578081,2018-08-16 23:05:17,2018-08-16 23:05:15,1534453517.0,1534453515.0,single
35,63,0.000808,2808.9887640449438,100.85227272727273,0.704,103693.18181818182,0.059483357944858574,0.001512,0.139434814453125,fm1,0.001512,135.2082206598161,106370.02975385447,14.788,106.57289694346767,0.16252222796628527,0.0163,0.326690673828125,cf1,0.0163,1111.111111111111,88.72767857142858,1.7920000000000005,97098.21428571428,0.11637237984170146,0.018092,0.245208740234375,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_31_hp,-10,Aditya_2018-08-16_2324_31,2,,,,-6.230850018434379,-7.1256168876000725,-31.75133049258022,-31.4094805309534,-38.78372384539278,-37.88895697622708,-31.658106957792697,-26.72945975333097,-24.512090454730338,-18.683001683365784,-15.781744653957645,5.720624216194934,17.84521837203909,2018-08-16 23:05:18,2018-08-16 23:05:17,1534453518.0,1534453517.0,multiple
36,64,0.00016,1543.20987654321,97.52321981424149,1.292,103715.17027863776,0.18404905107717348,0.001452,0.387359619140625,fm1,0.001452,140.37057832678272,106149.95787700084,14.244,106.36057287278852,0.4812002251735678,0.015696,0.854888916015625,cf1,0.015696,2314.8148148148152,101.6355140186916,0.8560000000000001,106308.41121495329,0.21058445300956607,0.016552,0.415863037109375,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_41_hp,-10,Aditya_2018-08-16_2324_41,2,,,,-6.7195969744151345,-8.498093460477326,-28.55337034300351,-31.25314983831252,-38.017333305102156,-36.23883681903997,-29.519239844624835,-21.579384799004465,-14.701328347069431,-13.53147389961,-6.353483562154452,8.837353058547029,4.725058854096918,2018-08-16 23:06:09,2018-08-16 23:06:09,1534453569.0,1534453569.0,multiple
37,65,0.00062,1096.4912280701753,96.36563876651985,1.8159999999999998,98017.62114537443,0.010471460399873098,0.002436,0.020721435546875,fm1,0.002436,140.607424071991,107695.55430500844,14.216,107.97692740574,0.016400033811542217,0.016652,0.034942626953125,cf1,0.016652,868.0555555555555,90.15679442508713,2.2960000000000003,107578.39721254355,0.012896100010739242,0.018948,0.03936767578125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_59_hp,-10,Aditya_2018-08-16_2324_59,3,,,,-9.367211324775244,-9.543612417408756,-30.370013729286732,-32.19308109183699,-39.139188720998774,-38.96278762836526,-29.59557630359001,-22.81403177899228,-39.59985490629539,-37.79083215044507,-35.70310513154474,11.611288639220161,17.820132980652883,2018-08-16 23:06:53,2018-08-16 23:06:52,1534453613.0,1534453612.0,multiple
38,66,0.001192,1054.8523206751054,94.08033826638476,1.8920000000000001,106236.7864693446,0.02684472998607746,0.003084,0.066497802734375,fm1,0.003084,86.7754251995835,107620.20482555113,23.043999999999997,107.88057628883877,0.05009715649477951,0.026128,0.0972900390625,cf1,0.026128,968.9922480620157,90.29126213592234,2.06,106310.67961165053,0.017092979926435367,0.028188,0.04656982421875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_61_hp,-10,Aditya_2018-08-16_2324_61,1,,,,-9.399184946369989,-9.923826068054119,-23.142685897550443,-23.47239756078415,-32.479445554601156,-31.954804432917037,-22.555619486547045,-17.004886130502346,-31.422819199368824,-35.34364434793658,-26.003738478133222,13.80023802245401,17.58931415291643,2018-08-16 23:06:55,2018-08-16 23:06:54,1534453615.0,1534453614.0,single
39,67,0.000648,1096.4912280701753,90.30837004405288,1.8159999999999998,100220.26431718064,0.0190763789063178,0.002464,0.0469970703125,fm1,0.002464,76.61661048115229,103080.93194359288,26.096,103.15757204169222,0.0468981302098035,0.02856,0.103240966796875,cf1,0.02856,836.1204013377928,96.4765100671141,2.384,100251.677852349,0.02256493446336548,0.030944,0.06341552734375,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_68_hp,-10,Aditya_2018-08-16_2324_68,1,,,,-4.554358498039871,-7.9596749427082365,-23.897765095289625,-28.405611670559253,-33.23330567672276,-29.827989232054392,-25.27363073401452,-16.857806143928844,-34.39008119877399,-32.93131846976797,-26.576889438129943,12.849201997639335,6.681061974578115,2018-08-16 23:07:51,2018-08-16 23:07:50,1534453671.0,1534453670.0,single
40,68,0.000928,2212.389380530973,100.44642857142858,0.8960000000000002,104910.71428571428,0.010832860208609563,0.001824,0.0250244140625,fm1,0.001824,129.13223140495867,105851.20123998966,15.484,105.98036683027641,0.031079471393371118,0.017308,0.0550537109375,cf1,0.017308,1322.7513227513227,85.7712765957447,1.504,90425.53191489364,0.029182595708890417,0.018812,0.074981689453125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_69_hp,-10,Aditya_2018-08-16_2324_69,1,,,,-6.603509412728639,-12.553606112394212,-25.315250143088328,-31.379953398932894,-38.30988545980839,-32.35978876014282,-25.75627934741418,-19.570258245100888,-39.305137222404284,-30.697521629309815,-30.150527527727682,5.533938258847833,20.209090234531715,2018-08-16 23:08:08,2018-08-16 23:07:59,1534453688.0,1534453679.0,single
41,70,0.000976,2118.64406779661,98.29059829059828,0.9359999999999999,103632.47863247864,0.02093708775352078,0.001912,0.041290283203125,fm1,0.001912,44.81893151667264,105051.99928276852,44.616,105.09682625067241,0.05795761989844232,0.046528,0.1185302734375,cf1,0.046528,2777.777777777778,95.50561797752806,0.712,103932.58426966293,0.02183422086150021,0.04724,0.0389404296875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_85_hp,-10,Aditya_2018-08-16_2324_85,1,,,,1.6171775140625937,-0.554861869350464,-16.669709519300696,-17.264071879127894,-24.64231299626784,-22.470273612854786,-24.087451126917383,-18.67910785337637,-33.58167453388243,-33.21724601906017,-24.737789153526215,6.806227960074117,9.591208273144337,2018-08-16 23:11:31,2018-08-16 23:11:27,1534453891.0,1534453887.0,single
42,71,0.000184,1824.8175182481752,98.34558823529413,1.088,106617.64705882351,0.03464207263768825,0.001272,0.057769775390625,fm1,0.001272,38.074931465123356,108083.9235397152,52.524,108.10296245525856,0.13096219327607628,0.053796,0.32818603515625,cf1,0.053796,6250.0,101.26582278481014,0.31600000000000006,107594.93670886077,0.015431800902922716,0.054112,0.024932861328125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_88_hp,-10,Aditya_2018-08-16_2324_88,1,,,,-7.615659135845697,-6.3902273946257635,-18.68594085986858,-18.28518804688769,-25.08101066867164,-26.306442409891574,-18.690783274045874,-14.092255676384593,-29.20792264014758,-36.23166776964711,-17.657081204646644,9.757374219964433,6.837139670448422,2018-08-16 23:13:54,2018-08-16 23:13:50,1534454034.0,1534454030.0,single
43,72,0.000924,3623.1884057971015,100.36496350364963,0.548,102189.7810218978,0.005698529035474203,0.001472,0.01275634765625,fm1,0.001472,80.23106546854942,103915.90434922164,24.924000000000003,103.91590434922165,0.03491712785044865,0.026396,0.073699951171875,cf1,0.026396,1157.4074074074076,97.67441860465118,1.72,101162.79069767443,0.01528443024675532,0.028116,0.037384033203125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_90_hp,-10,Aditya_2018-08-16_2324_90,1,,,,-8.327568908965615,-10.746602428861074,-18.860861348033247,-18.9191796122187,-27.79017224670206,-25.371138726806606,-17.04356981784099,-10.852912252462804,-44.88474469083276,-36.31501491409581,-29.13922973804724,3.5509408455720113,6.241485744570469,2018-08-16 23:14:01,2018-08-16 23:13:59,1534454041.0,1534454039.0,single
44,73,0.000644,1336.8983957219252,98.11827956989248,1.4880000000000002,104166.66666666669,0.08025630425967077,0.002132,0.1763916015625,fm1,0.002132,132.48542660307365,105713.1495227996,15.088000000000001,105.91198303287383,0.13073280744878113,0.01722,0.251495361328125,cf1,0.01722,1037.344398340249,94.07484407484408,1.924,103950.10395010396,0.05598616631876358,0.019144,0.130645751953125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_91_hp,-10,Aditya_2018-08-16_2324_91,1,,,,-15.466767613552328,-7.547549374453963,-34.78951207660698,-26.53605277920001,-32.50039077623229,-40.41960901533066,-24.952841401778326,-19.48490488552919,-21.910416861290145,-25.038385400451844,-17.672308247465008,7.793703462981357,11.837138958029755,2018-08-16 23:14:06,2018-08-16 23:14:04,1534454046.0,1534454044.0,single
45,74,,,,,,,,,,0.0013,121.30033964095101,102791.26213592234,16.48,103.03398058252428,0.056486486728685725,0.01778,0.107940673828125,cf1,0.01778,620.3473945409428,86.33540372670808,3.22,87267.08074534162,0.054760617160721205,0.021,0.135345458984375,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_94_hp,-10,Aditya_2018-08-16_2324_94,1,,,,-12.836785768906696,-3.604106669364215,-32.03272165152002,-22.25002211230626,-27.703726032080542,-36.936405131623026,-24.09961936271632,-18.390260573810888,,-25.230633318874432,-24.961108721876002,,16.69857685581621,2018-08-16 23:16:21,2018-08-16 23:16:21,1534454181.0,1534454181.0,single
46,75,0.00134,1126.1261261261259,93.11512415349887,1.772,103837.47178329572,0.015689421180224674,0.003112,0.03094482421875,fm1,0.003112,110.81560283687945,104822.61640798226,18.04,104.98891352549887,0.03767168256992959,0.021152,0.09161376953125,cf1,0.021152,899.2805755395682,87.38738738738739,2.22,91891.8918918919,0.026995612101655932,0.023372,0.065185546875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_95_hp,-10,Aditya_2018-08-16_2324_95,1,,,,-1.4451789519532368,-6.14335303816941,-11.512625442766767,-16.067795849972864,-21.834568570219254,-17.13639448400308,-15.691215532049847,-10.759099317733634,-36.087861565318434,-31.37413641674771,-28.479699640258037,11.873789372,17.60152613811147,2018-08-16 23:16:37,2018-08-16 23:16:36,1534454197.0,1534454196.0,single
47,27,0.000376,1213.5922330097087,93.67396593673966,1.6440000000000001,102798.05352798056,0.014983022709153613,0.00202,0.032379150390625,fm1,0.00202,112.66336187471836,103955.3752535497,17.748,104.18075276087447,0.034556579707278344,0.019768,0.067413330078125,cf1,0.019768,1524.3902439024396,88.95705521472395,1.3039999999999998,104294.47852760737,0.011190597907004676,0.021072,0.022308349609375,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_117_hp,-10,Aditya_2018-08-16_2324_117,1,,,,-11.636164856196613,-2.084051632458923,-35.23733752133623,-24.42849681728791,-31.63393769900057,-41.186050922738254,-29.54988606654165,-23.700723232210546,-36.488011244775464,-39.022934175106364,-29.229384981133553,10.506786824134805,15.223697546150522,2018-08-16 23:24:11,2018-08-16 23:24:10,1534454651.0,1534454650.0,single
48,28,0.001084,1388.888888888889,95.40389972144847,1.436,100974.930362117,0.008261762819474256,0.00252,0.017181396484375,fm1,0.00252,61.050061050061046,102405.95994137763,32.752,102.52808988764043,0.023497151421015248,0.035272000000000005,0.047760009765625,cf1,0.035272000000000005,1329.7872340425529,92.66666666666666,1.5,98666.66666666666,0.015182436085750763,0.036772000000000006,0.041473388671875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_128_hp,-10,Aditya_2018-08-16_2324_128,1,,,,-7.226897938190026,-8.116589726578866,-35.283416619527515,-35.51755181019252,-43.16510948822749,-42.27541769983865,-35.04851976164862,-26.21032825211146,-41.65854554006228,-36.37317076944858,-32.5796956882844,7.124190166191955,9.861423220973768,2018-08-16 23:29:31,2018-08-16 23:29:30,1534454971.0,1534454970.0,single
49,30,0.001032,2272.7272727272725,98.17351598173515,0.8759999999999999,103881.2785388128,0.014603335769127075,0.001908,0.026397705078125,fm1,0.001908,127.74655084312724,105253.06748466259,15.647999999999998,105.31697341513294,0.034660496366247295,0.017556,0.069549560546875,cf1,0.017556,2358.490566037736,98.80952380952384,0.8400000000000001,103571.42857142858,0.01940599468520453,0.018396,0.0435791015625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_143_hp,-10,Aditya_2018-08-16_2324_143,1,,,,-8.991334879289033,-4.605207488600165,-28.117427761106626,-23.440826823117213,-28.4043340146647,-32.79046140535357,-23.79912652606453,-17.511303860868274,-36.710958582048605,-34.24128183794411,-29.20330444261016,7.14345743339778,6.507449605609101,2018-08-16 23:31:22,2018-08-16 23:31:20,1534455082.0,1534455080.0,single
50,32,0.001048,925.9259259259261,90.14869888475836,2.1519999999999997,98977.69516728626,0.0509822266669628,0.0032,0.115997314453125,fm1,0.0032,66.08511763150939,107317.55684822846,30.256,107.68112109994712,0.07827693135520976,0.033456,0.164337158203125,cf1,0.033456,596.6587112171837,88.21770334928232,3.3440000000000003,104964.1148325359,0.05307394897512237,0.0368,0.136871337890625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_154_hp,-10,Aditya_2018-08-16_2324_154,1,,,,-6.14812458389602,-8.502873458569644,-20.049977099744545,-23.23451994741537,-29.70752271924513,-27.352773844571505,-21.20464926067548,-15.237337521336226,-25.851624009717526,-25.502371948448598,-22.127324161461473,17.532422215188767,19.463417750664814,2018-08-16 23:35:54,2018-08-16 23:35:53,1534455354.0,1534455353.0,single
51,33,0.0008039999999999999,1219.5121951219512,93.52078239608805,1.6360000000000001,94132.02933985332,0.01367525149951,0.00244,0.038970947265625,fm1,0.00244,102.58514567090685,107326.08249538274,19.491999999999997,107.53129489021137,0.062451026307241524,0.021932,0.147491455078125,cf1,0.021932,827.8145695364238,92.03980099502489,2.412,106135.98673300166,0.02197661148976244,0.024344,0.0523681640625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_156_hp,-10,Aditya_2018-08-16_2324_156,1,,,,-6.814962994679796,-1.47474746432827,-35.04043882793561,-28.834631692271905,-35.86532927055417,-41.205544800905685,-34.390581806225896,-27.40507057691072,-37.281293557521316,-33.16078538724416,-24.089208402511314,14.010512494123322,15.49149389518649,2018-08-16 23:36:00,2018-08-16 23:36:00,1534455360.0,1534455360.0,single
52,34,0.000708,868.0555555555555,89.7212543554007,2.2960000000000003,93641.1149825784,0.02731893484096953,0.003004,0.062652587890625,fm1,0.003004,111.01243339253996,107428.38107928047,18.012,107.7059737952476,0.04853651127546765,0.021016,0.08935546875,cf1,0.021016,718.3908045977013,85.25179856115108,2.78,107553.95683453238,0.02761911805914306,0.023796,0.0860595703125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_159_hp,-10,Aditya_2018-08-16_2324_159,1,,,,-7.258626263641911,-9.79354919397281,-29.794691021167544,-33.030651160037145,-39.02293417510636,-36.48801124477545,-29.229384981133556,-23.42508438176566,-31.27072475406146,-31.175803870805137,-26.278628865093893,17.984719439846902,22.454175234096517,2018-08-16 23:36:56,2018-08-16 23:36:56,1534455416.0,1534455416.0,single
53,35,0.000396,2272.7272727272725,97.03196347031964,0.8759999999999999,101598.17351598176,0.00355831636129626,0.001272,0.00732421875,fm1,0.001272,136.76148796498907,105745.55403556774,14.62,106.01915184678523,0.012650067483420105,0.015892,0.026214599609375,cf1,0.015892,1020.4081632653059,89.97955010224949,1.9559999999999997,93047.03476482617,0.0137711021413485,0.017848,0.039794921875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_165_hp,-10,Aditya_2018-08-16_2324_165,1,,,,-9.078849851777873,-3.7934750811641753,-35.29883080216743,-27.644609564544478,-36.37317076944858,-41.65854554006228,-32.579695688284396,-26.41871186154501,-48.97510884928364,-37.220626010037435,-37.95814315363869,8.987188376465594,16.039601744535744,2018-08-16 23:37:25,2018-08-16 23:37:23,1534455445.0,1534455443.0,single
54,36,,,,,,,,,,0.0006320000000000001,140.2918069584736,106160.53887173733,14.252,106.30087005332584,0.031597515614497126,0.014884,0.06982421875,cf1,0.014884,1068.3760683760684,90.66523605150218,1.8639999999999999,104613.7339055794,0.02874853231694655,0.016748,0.06256103515625,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_179_hp,-10,Aditya_2018-08-16_2324_179,1,,,,-8.696880474957776,-7.0765594987645075,-31.77186452020051,-29.52071631567161,-38.273132883482845,-39.8934538596761,-31.196573384718327,-25.374104504717533,,-30.82768644412813,-30.006941257334866,,15.635634001823666,2018-08-16 23:41:57,2018-08-16 23:41:56,1534455717.0,1534455716.0,single
55,37,,,,,,,,,,0.0005679999999999999,158.5288522511097,106168.72819536948,12.612,106.24801776086267,0.06749877983355125,0.01318,0.1375732421875,cf1,0.01318,1428.5714285714291,89.54154727793697,1.3960000000000001,105300.85959885387,0.02541237557001137,0.014576,0.05511474609375,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_180_hp,-10,Aditya_2018-08-16_2324_180,1,,,,-12.426410525076852,-4.489932925017188,-42.04300341756933,-30.65453094582345,-39.893887136538666,-47.83036473659834,-35.403954211521466,-28.461604706611947,,-31.899094696848678,-23.414081555629945,,16.706470482925695,2018-08-16 23:42:06,2018-08-16 23:42:05,1534455726.0,1534455725.0,single
56,38,0.00016,1543.20987654321,94.72049689440998,1.288,102484.47204968946,0.005959166249173907,0.001448,0.013275146484375,fm1,0.001448,107.2041166380789,104814.49710486812,18.651999999999997,104.86811065837445,0.013920787588128229,0.0201,0.03167724609375,cf1,0.0201,1288.659793814433,93.66925064599485,1.5479999999999998,104005.16795865633,0.005839735907067822,0.021648,0.0142822265625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_182_hp,-10,Aditya_2018-08-16_2324_182,2,,,,-7.507654139438442,-5.037977395333941,-31.568676549898072,-27.21443455039125,-34.2412818379441,-36.71095858204861,-29.203304442610158,-23.154112195586855,-44.49628996865914,-44.67213585465799,-37.126723864190055,10.147613763964474,11.198860012379592,2018-08-16 23:42:11,2018-08-16 23:42:10,1534455731.0,1534455730.0,multiple
57,39,,,,,,,,,,0.00058,136.91128148959476,105245.13831826896,14.604000000000001,105.38208709942481,0.013368394102917356,0.015184,0.02691650390625,cf1,0.015184,2450.980392156863,96.0591133004926,0.8119999999999999,102216.74876847287,0.009668025286013258,0.015996,0.019134521484375,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_196_hp,-10,Aditya_2018-08-16_2324_196,1,,,,,-1.9675263263743985,,-29.232070162149306,-37.34328296368793,,-35.375756637313536,-28.315385877009355,,-40.29324444794875,-37.47841519676455,,9.322973798932217,2018-08-16 23:44:10,2018-08-16 23:44:05,1534455850.0,1534455845.0,single
58,40,,,,,,,,,,0.00194,51.51452709664125,106414.21947449767,38.82,106.62029881504381,0.05261113316156549,0.040760000000000005,0.1063232421875,cf1,0.040760000000000005,1785.7142857142858,95.32374100719426,1.1119999999999999,98021.58273381297,0.021672187778551632,0.041872,0.048187255859375,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_198_hp,-10,Aditya_2018-08-16_2324_198,1,,,,-12.383105844033434,-10.188487678005858,-33.345216359366376,-30.645497258438102,-37.39138514378581,-39.58600330981339,-27.20289746577995,-21.362736522722994,,-33.281944900328796,-25.578446881557237,,11.296557807849545,2018-08-16 23:44:28,2018-08-16 23:44:26,1534455868.0,1534455866.0,single
59,42,0.000708,3048.780487804879,99.69325153374234,0.6519999999999999,105828.22085889573,0.013838554987143243,0.00136,0.027984619140625,fm1,0.00136,99.28514694201748,106007.94438927507,20.14,106.20655412115194,0.029142383027777632,0.0215,0.062469482421875,cf1,0.0215,2525.252525252525,100.765306122449,0.784,103316.32653061225,0.009671592996396307,0.022284,0.02001953125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_202_hp,-10,Aditya_2018-08-16_2324_202,1,,,,-13.192085155010002,-9.071576984732843,-28.185180753926055,-25.61865302894063,-33.16078538724416,-37.281293557521316,-24.089208402511314,-16.62466279641675,-37.17818512514821,-40.290039758120166,-30.709498760655805,6.513302587409592,5.441247998702922,2018-08-16 23:44:39,2018-08-16 23:44:35,1534455879.0,1534455875.0,single
60,44,0.000672,992.0634920634919,92.44532803180914,2.012,97415.50695825052,0.031144514421667182,0.002684,0.079315185546875,fm1,0.002684,133.26226012793177,104333.33333333334,15.0,104.53333333333335,0.07471867418006135,0.017684000000000002,0.15155029296875,cf1,0.017684000000000002,668.4491978609626,90.36144578313254,2.988,104082.99866131194,0.025966199187679364,0.020672,0.074371337890625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_208_hp,-10,Aditya_2018-08-16_2324_208,2,,,,-11.016965695644958,0.7375171436012478,-42.70477386496224,-28.003446871276328,-37.220626010037435,-48.975108849283636,-37.95814315363869,-31.62913542256951,-30.132368717620164,-31.711832314784424,-22.531416857987484,12.088005301524202,14.171887550200802,2018-08-16 23:45:13,2018-08-16 23:45:12,1534455913.0,1534455912.0,multiple
61,46,0.00088,1101.3215859030836,100.11061946902657,1.8079999999999998,103429.20353982301,0.021699379295280943,0.002688,0.05743408203125,fm1,0.002688,48.00307219662058,105880.9409505521,41.660000000000004,106.1929908785406,0.051340845369756666,0.044348,0.123565673828125,cf1,0.044348,1470.588235294117,92.45562130177515,1.3519999999999999,102810.65088757397,0.009228308281137184,0.0457,0.02117919921875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_212_hp,-10,Aditya_2018-08-16_2324_212,1,,,,,-0.8207451867932652,,-24.07392147807927,-30.827686444128126,,-30.006941257334862,-23.11987829677463,-33.271053776937066,-40.69755811708813,-25.790739691710737,6.082371409514032,13.737369576765444,2018-08-16 23:45:19,2018-08-16 23:45:18,1534455919.0,1534455918.0,single
62,47,0.000256,1644.7368421052633,100.66006600660064,1.212,103960.39603960396,0.028259973007797774,0.001468,0.057861328125,fm1,0.001468,114.88970588235294,106297.402895886,17.404,106.41231900712481,0.051592659277359516,0.018872,0.099212646484375,cf1,0.018872,1207.729468599034,94.4309927360775,1.6520000000000001,100484.26150121068,0.05121179791814615,0.020524,0.11785888671875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_218_hp,-10,Aditya_2018-08-16_2324_218,3,,,,,-8.485013141218737,,-25.174643779644622,-31.899094696848678,,-23.414081555629945,-17.22932055171298,-30.976565145977144,-25.812599538097004,-25.748241727969614,5.752253000524171,11.981326271047307,2018-08-16 23:45:41,2018-08-16 23:45:41,1534455941.0,1534455941.0,multiple
63,48,0.000892,1838.235294117647,98.70848708487084,1.0839999999999999,106088.56088560887,0.02460004978899365,0.0019760000000000003,0.0478515625,fm1,0.0019760000000000003,79.36507936507937,105946.33216894252,25.192,106.10511273420134,0.05640675939940741,0.027168,0.105224609375,cf1,0.027168,2631.578947368421,97.0744680851064,0.752,99734.04255319152,0.025402833408030904,0.02792,0.047821044921875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_219_hp,-10,Aditya_2018-08-16_2324_219,2,,,,-7.369566104469084,-7.545411990467932,-37.53921356010162,-36.90408163771188,-44.672135854657995,-44.49628996865914,-37.126723864190055,-29.98505162894558,-32.18128027820614,-31.902356797645346,-24.97337700048659,7.396625649330497,9.030644649094931,2018-08-16 23:45:42,2018-08-16 23:45:41,1534455942.0,1534455941.0,multiple
